slno,userId,handler,title,subscriberCount,videoCount,userViewCount,joinedDate,contentId,contentType,partyName,partyShortName,duration,viewCount,commentCount,text,publishedTime,likeCount,replyCount,parentSlno,grandparentSlno,targetName,languageName,bullyLabel
33622,channelid2447,channelhandler2447,channeltitle2447,0,0,0,2024-03-07,Ugz5YbXNgyixOSze61x4AaABAg,comment,,,,,,এক কাদের বিদায়আরেক কাদের এসেছেআরে মির্জা ফখরুল 😂,2024-09-16T10:28:16Z,0,0,33248,33248,male,bengali,bully
33623,channelid26255,channelhandler26255,channeltitle26255,1,0,0,2024-08-09,UgzVWMe6llif2xe5cWZ4AaABAg,comment,,,,,,কোন সংস্কারের দরকার নাই অনেক ক্ষুধা চোরি দখলবাজি দুর্নীতি করে রাতারাতি হাজার কোটি টাকা বানাবো 😅😅,2024-09-16T10:27:57Z,0,0,33248,33248,organization,bengali,bully
33624,channelid26256,channelhandler26256,channeltitle26256,0,0,0,2018-03-06,UgxsljdiqEU3MAQeVQ54AaABAg,comment,,,,,,Apni side e Jan.,2024-09-16T10:27:28Z,2,0,33248,33248,male,romanized bengali,not bully
33625,channelid2173,channelhandler2173,channeltitle2173,239,0,0,2022-08-27,Ugz537085eJXDkWPoQN4AaABAg,comment,,,,,,ঠিকই বলেছেন জনগণের আর সংসদের আসলেই দরকার নেই&quot; সংসদ হলেই তো চোর ডাকাতের পয়দা হয়.,2024-09-16T10:25:27Z,0,0,33248,33248,general people,bengali,bully
33626,channelid26257,channelhandler26257,channeltitle26257,0,0,0,2022-01-02,UgyrPTSE3EcZvDTV3P94AaABAg,comment,,,,,,এই আবাল জনগণের কথা কেমনে যাবে 🤣?,2024-09-16T10:25:25Z,0,0,33248,33248,general people,bengali,bully
33627,channelid26258,channelhandler26258,channeltitle26258,13,0,0,2018-07-15,UgyksBIX59LSm2zEjx14AaABAg,comment,,,,,,"Sonsod kiser dorkar, sonsod to jonogoner tk dia dolio manus ke MP banay, and pore ei mp montrira angul fula kolagach hoy.",2024-09-16T10:25:22Z,0,0,33248,33248,organization,romanized bengali,bully
33628,channelid26259,channelhandler26259,channeltitle26259,2,0,0,2024-06-13,UgykJd2qaTCJjo2Ym4l4AaABAg,comment,,,,,,ইউনুস যতদিন ইচ্ছা থাকবে। তোদেরকে ১০% জনগনও ভোট দিবে না😅😅😅। আমরা জনগন নতুন দল চাই❤❤,2024-09-16T10:25:05Z,1,0,33248,33248,male,bengali,bully
33629,channelid26260,channelhandler26260,channeltitle26260,0,2,46,2018-06-13,UgzY4MiFUJgH92mnIc54AaABAg,comment,,,,,,Boycott BNP,2024-09-16T10:24:37Z,0,0,33248,33248,organization,english,not bully
33630,channelid26261,channelhandler26261,channeltitle26261,143,71,17783,2020-06-24,UgzmwfwvxbPXy8ubqgx4AaABAg,comment,,,,,,ফকরুল সাহেব আপনি বেশি বোঝাতে যাইয়েন না দেশের মানুষ সব বুঝে আপনারা একটু ধৈর্য ধরুন দেশের কল্যাণের জন্য। লুটপাট করে খাওয়ার জন্য অস্থির হইয়েন না প্লিজ ধৈর্য ধরুন। আপনারা বিএনপির একটা লুটপাটকারী দল এটা বাংলাদেশের মানুষ চেনার বাকি আছে কি???,2024-09-16T10:24:34Z,0,0,33248,33248,male,bengali,bully
33631,channelid26262,channelhandler26262,channeltitle26262,54,12,879,2018-03-28,Ugwt8-_G6BVJds55WVt4AaABAg,comment,,,,,,"পুরনো দলগুলো দুর্নীতিবাজ, এজন্যই নতুন ভালো দল গঠন করার পরামর্শ দিয়েছেন হয়তো। এটা দোষের নয়।",2024-09-16T10:24:25Z,0,0,33248,33248,organization,bengali,not bully
33632,channelid26263,channelhandler26263,channeltitle26263,0,0,0,2023-11-19,Ugx4yBsCfbbdF7Z-nYN4AaABAg,comment,,,,,,জনগন মানবে এটা আপনাকে কোন জনগন বলছে😅,2024-09-16T10:23:55Z,1,0,33248,33248,general people,bengali,bully
33633,channelid26264,channelhandler26264,channeltitle26264,0,0,0,2017-02-18,Ugw1jt44vfvIj48Dd-N4AaABAg,comment,,,,,,কাকু পাগল হয়ে গেছে😀😀,2024-09-16T10:23:25Z,0,0,33248,33248,male,bengali,bully
33634,channelid26265,channelhandler26265,channeltitle26265,0,0,0,2017-10-16,UgytQ2RnUdrwZWCbCrF4AaABAg,comment,,,,,,Onk somman kortam but tader ai shob area jnnoi desh ta aro khrp dike jacce Tara khomota lobi hoia poresr,2024-09-16T10:23:00Z,0,0,33248,33248,organization,romanized bengali,bully
33635,channelid26266,channelhandler26266,channeltitle26266,2,0,0,2024-01-31,UgxG19kH_ZFJ2mj7L714AaABAg,comment,,,,,,ক্ষমতায় না এলে কি দুর্নীতি চাঁদাবাজি করা যাচ্ছে না এখনো,2024-09-16T10:22:48Z,2,0,33248,33248,organization,bengali,bully
33636,channelid26267,channelhandler26267,channeltitle26267,4,17,44,2023-08-15,UgzlCjKHtVo6ybqMoTt4AaABAg,comment,,,,,,😂😂😂 ফখরুল সাহেব জনগণ আপনার কথা হজম করতে পারছে না 😂 আমরা নির্বাচন চাই না ফখরুল সাহেব,2024-09-16T10:22:36Z,65,7,33248,33248,male,bengali,not bully
33637,channelid26268,channelhandler26268,channeltitle26268,2,9,84,2013-10-23,UgzlCjKHtVo6ybqMoTt4AaABAg.A8RsUXiSXPPA8S6ku-Mzul,reply,,,,,,Apni Awami Leag er lok,2024-09-16T12:36:02Z,1,,33636,33248,male,romanized bengali,bully
33638,channelid26076,channelhandler26076,channeltitle26076,0,0,0,2016-11-01,UgzlCjKHtVo6ybqMoTt4AaABAg.A8RsUXiSXPPA8S7qYItRks,reply,,,,,,ঠিক বলেছেন,2024-09-16T12:45:33Z,1,,33636,33248,male,bengali,not bully
33639,channelid26269,channelhandler26269,channeltitle26269,0,0,0,2023-12-19,UgzlCjKHtVo6ybqMoTt4AaABAg.A8RsUXiSXPPA8STGGpagan,reply,,,,,,সঠিক,2024-09-16T15:52:42Z,0,,33636,33248,male,bengali,not bully
33640,channelid26013,channelhandler26013,channeltitle26013,10,0,0,2020-06-22,UgzlCjKHtVo6ybqMoTt4AaABAg.A8RsUXiSXPPA8STRJvkXMg,reply,,,,,,চাইনা,2024-09-16T15:54:12Z,0,,33636,33248,male,bengali,not bully
33641,channelid26013,channelhandler26013,channeltitle26013,10,0,0,2020-06-22,UgzlCjKHtVo6ybqMoTt4AaABAg.A8RsUXiSXPPA8STVVWEPTc,reply,,,,,,@channelhandler26268 আপনি বৈয়ামপির দালান,2024-09-16T15:54:47Z,0,,33636,33248,female,bengali,bully
33642,channelid10490,channelhandler10490,channeltitle10490,1,0,0,2023-02-19,UgzlCjKHtVo6ybqMoTt4AaABAg.A8RsUXiSXPPA8SWEEAL8tr,reply,,,,,,না. বোকা দেশের ভালোর জন্য এমনকি তোমাদের ভালোর জন্য sangsker প্রয়োজন.  @channelhandler26268,2024-09-16T16:18:38Z,0,,33636,33248,female,code-mix,not bully
33643,channelid26270,channelhandler26270,channeltitle26270,34,19,1087,2018-03-15,UgzlCjKHtVo6ybqMoTt4AaABAg.A8RsUXiSXPPA8Scpxzfk0o,reply,,,,,,নির্বাচন চাই,2024-09-16T17:25:06Z,0,,33636,33248,female,bengali,not bully
33644,channelid26271,channelhandler26271,channeltitle26271,13,12,830,2022-06-22,Ugw9DG2kw9v8zs9PxVV4AaABAg,comment,,,,,,Bnp boicot,2024-09-16T10:22:15Z,1,0,33248,33248,organization,english,bully
33645,channelid26272,channelhandler26272,channeltitle26272,0,0,0,2023-05-01,UgyzaPdoLObaPKBZ1kp4AaABAg,comment,,,,,,"পেটে ক্ষুধা, চিল্লালে ক্ষুধা কমে। বাটপার কে দেখে মনে হচ্ছে খাওয়ার জন্য পাগল হয়ে গেছে।",2024-09-16T10:21:58Z,0,0,33248,33248,male,bengali,bully
33646,channelid26273,channelhandler26273,channeltitle26273,0,7,661,2023-02-10,Ugw0AD3nS1mDn47CTnx4AaABAg,comment,,,,,,জনগন চায় তিন মাসের মধ্যে নির্বাচন।,2024-09-16T10:21:57Z,1,2,33248,33248,people group,bengali,not bully
33647,channelid13687,channelhandler13687,channeltitle13687,0,0,0,2022-12-02,Ugw0AD3nS1mDn47CTnx4AaABAg.A8RsPo4b0U_A8RvRCBLOEa,reply,,,,,,Na chai na. age poribesh tik hok. bichar hok,2024-09-16T10:48:21Z,0,,33646,33248,male,romanized bengali,bully
33648,channelid3761,channelhandler3761,channeltitle3761,10,8,446,2022-11-12,Ugw0AD3nS1mDn47CTnx4AaABAg.A8RsPo4b0U_A8RzZs70Wel,reply,,,,,,Right,2024-09-16T11:24:30Z,0,,33646,33248,male,english,not bully
33649,channelid14629,channelhandler14629,channeltitle14629,1,0,0,2022-05-23,UgxKT1Q3ohHozTBnhSd4AaABAg,comment,,,,,,ভোটের বেলায় মিয়া ভাই আর ভোট ফুরালেই চ্যাটের ভাই।।।,2024-09-16T10:21:53Z,0,0,33248,33248,male,bengali,bully
33650,channelid26274,channelhandler26274,channeltitle26274,1,1,49,2019-05-12,Ugx2F0jCdZt_zT4pueB4AaABAg,comment,,,,,,প্লেটে খানা লেগে গেছে খুদা কি আর সয়??,2024-09-16T10:21:51Z,0,0,33248,33248,male,bengali,bully
33651,channelid26275,channelhandler26275,channeltitle26275,0,0,0,2023-10-30,UgwJKYWKJsV-Od1V7NV4AaABAg,comment,,,,,,তোমাকে জুতাপেটা করা দরকার।,2024-09-16T10:21:47Z,0,0,33248,33248,male,bengali,bully
33652,channelid26276,channelhandler26276,channeltitle26276,9,4,114,2020-01-03,UgzOLgNOXFyjbLD1wNh4AaABAg,comment,,,,,,ও ভাই তুমি তো কাওয়া কাদেরের সৎ ভাই। ৫ বছর কোনো পার্লামেন্ট দরকার। নাই। এই সরকার সব সংস্থার হওয়ার পর নির্বাচন দিবে। আপনি গণমাধ্যম কর্মিদের হুমকি দিচ্ছেন 😂,2024-09-16T10:21:41Z,0,0,33248,33248,male,bengali,bully
33653,channelid26275,channelhandler26275,channeltitle26275,0,0,0,2023-10-30,UgyOS9Pyk3Y2MQLo63N4AaABAg,comment,,,,,,এত ভূখা আপনি?,2024-09-16T10:21:22Z,1,0,33248,33248,male,bengali,bully
33654,channelid26277,channelhandler26277,channeltitle26277,1,10,645,2016-11-18,Ugx_0XKSPQunOV0V3Kd4AaABAg,comment,,,,,,"জনগন ঠিকই মানবে,,, বলেন যে বিএনপি মানবে না,,,",2024-09-16T10:20:48Z,1,0,33248,33248,organization,bengali,not bully
33655,channelid26278,channelhandler26278,channeltitle26278,1,1,17,2022-08-01,Ugwkcsgh3AqDCx-H7r14AaABAg,comment,,,,,,আমারা বিএনপি চাই না,2024-09-16T10:20:41Z,0,0,33248,33248,organization,bengali,not bully
33656,channelid26278,channelhandler26278,channeltitle26278,1,1,17,2022-08-01,Ugxb_D8O3yB7JnRRpGt4AaABAg,comment,,,,,,নিউ ওবায়দুল কাদের,2024-09-16T10:20:20Z,5,0,33248,33248,male,bengali,not bully
33657,channelid26279,channelhandler26279,channeltitle26279,0,0,0,2022-08-18,UgxdUXyK9UHLaBlyAxd4AaABAg,comment,,,,,,নতুন দল গঠন হলে আপনার সমস্যা কি? এই দল টি আরো খারাপ। লুট করার জন্য অস্থির হয়ে গেছে।,2024-09-16T10:20:03Z,12,0,33248,33248,organization,bengali,bully
33658,channelid26280,channelhandler26280,channeltitle26280,0,0,0,2021-07-17,UgxhtPD5zxFl6nsId8N4AaABAg,comment,,,,,,একজন উচ্চ শিক্ষিত সরকার পাওয়া কঠিন ব্যাপার। বাংলাদেশের জন্য ডক্টর ইউনুস ঠিক। বিএনপি কেন জানি আওয়ামী লীগের মত লাগে। উনারা দেশের জন্য কি করতে পারবে। আবারও লুটপাট করে খাবে,2024-09-16T10:20:00Z,0,0,33248,33248,organization,bengali,bully
33659,channelid26281,channelhandler26281,channeltitle26281,0,0,0,2023-03-09,UgwaaE8_KvJsV-8WJ894AaABAg,comment,,,,,,১ মাসে জালা শুরু হয়ে গেছে। ১৬ বছর কিভাবে ছিলেন।,2024-09-16T10:19:36Z,2,1,33248,33248,organization,bengali,bully
33660,channelid26102,channelhandler26102,channeltitle26102,0,0,0,2021-05-29,UgwaaE8_KvJsV-8WJ894AaABAg.A8Rs8Z0bIc_A8S4ddHlUnv,reply,,,,,,সরকারের মন্ত্রী এমপিরা এত টাকা কামাইতে পারে নাই। তারা ১৬ বছরে দালালি করে যা কামিয়েছে।,2024-09-16T12:17:35Z,0,,33659,33248,organization,bengali,bully
33661,channelid12799,channelhandler12799,channeltitle12799,45,8,4806,2021-06-14,UgxWaAm2hWmmd5qPsUN4AaABAg,comment,,,,,,Ekta somoy sema to thaka dorkar,2024-09-16T10:17:05Z,0,2,33248,33248,general people,romanized bengali,not bully
33662,channelid13687,channelhandler13687,channeltitle13687,0,0,0,2022-12-02,UgxWaAm2hWmmd5qPsUN4AaABAg.A8RrrAXX1QIA8Ruc1TvYvU,reply,,,,,,Somoy shima ki otikrom hoise?,2024-09-16T10:41:14Z,0,,33661,33248,male,romanized bengali,not bully
33663,channelid13687,channelhandler13687,channeltitle13687,0,0,0,2022-12-02,UgxWaAm2hWmmd5qPsUN4AaABAg.A8RrrAXX1QIA8RupeI_77P,reply,,,,,,Akn jodi nirbachon dei awamilegue hoye jbe tkn bash valo vabe khaben. age bichar hokBNP r uchit notun dol k welcome janano. student der voy passe😂,2024-09-16T10:43:06Z,0,,33661,33248,organization,romanized bengali,bully
33664,channelid26282,channelhandler26282,channeltitle26282,2,0,0,2016-12-04,Ugz6VlFjVLQ9KC4hGVV4AaABAg,comment,,,,,,এদের চুলকায় কেন এতো,2024-09-16T10:15:22Z,5,0,33248,33248,organization,bengali,bully
33665,channelid20284,channelhandler20284,channeltitle20284,2,0,0,2015-07-01,UgyY_kUEAYq2QTFpSh14AaABAg,comment,,,,,,"বারবার ছাত্ররা আর সাধারণ জনগণ মার খাবে আর সুবিধা ভোগ করবে কিছু ফ্যাসিবাদী দল, তা হবে না। আগে সংস্কার হবে, তারপর নির্বাচন।",2024-09-16T10:15:20Z,0,0,33248,33248,people group,bengali,bully
33666,channelid26283,channelhandler26283,channeltitle26283,9,0,0,2015-04-26,UgxRPwbGprRHHvjIEGx4AaABAg,comment,,,,,,"তাড়াহুড়া কইরা ইলেকশন দিয়া হারলে নগদে ইজ্জত যাইব। সবুর --- ধৈর্য্য ----- ধৈর্য্য ----ধৈর্য্য।।। ১৭ বছর সবাই ধৈর্য্য ধরেছে, বিএনপি ধৈর্য্যশীল তারা জনগনকেও ধৈর্য্যশীল বানিয়ে ফেলেছে। আওয়াজে বুঝা যাইতাছে খারা ধরা। যত বেশি কথা তত বেশি ধরা। সরকার আসে সরকার যায় কিন্তু জনগনের ভাগ্য পরিবর্তন হয় না। ভাগ্য পরিবর্তন হয় রাজনৈতিক নেতাদের। জনগণের পূর্ব অভিজ্ঞতা। যে লংকা যায় সেই রাবন হয়। জনগণের পূর্ব অভিজ্ঞতা। এবার ১৮ কোটি জনগনের শ্লোগান, &quot;ধৈর্য্য যখন ধরেছি ধৈর্য আরও ধরব এই দেশকে দুর্নীতি মুক্ত করে ছাড়ব ইনশাআল্লাহ&quot;। ৫/১০ বছর ব্যপার না।",2024-09-16T10:14:53Z,1,0,33248,33248,people group,bengali,not bully
33667,channelid26284,channelhandler26284,channeltitle26284,1,31,121,2022-01-02,UgxED3qGoRkYy46FgG94AaABAg,comment,,,,,,"কাদের পাগলা দিন শেষ ফখরুল পাগলার বাংলাদেশ, শেম অন ইউ ম্যান",2024-09-16T10:14:44Z,0,0,33248,33248,male,bengali,bully
33668,channelid3734,channelhandler3734,channeltitle3734,0,0,0,2024-06-01,Ugwi9Gf3hGA4qvOV0sB4AaABAg,comment,,,,,,সত্যিই আশি পার্সেন এই সরকারকে চায়,2024-09-16T10:09:11Z,13,1,33248,33248,organization,bengali,not bully
33669,channelid26013,channelhandler26013,channeltitle26013,10,0,0,2020-06-22,Ugwi9Gf3hGA4qvOV0sB4AaABAg.A8RqxFjh7tzA8SUSJT3rMj,reply,,,,,,কোনো সন্দেহ নাই,2024-09-16T16:03:05Z,0,,33668,33248,male,bengali,not bully
33670,channelid26285,channelhandler26285,channeltitle26285,0,0,0,2022-03-19,UgzroJLBj4bdN8b2Y1N4AaABAg,comment,,,,,,বেশি তাড়াহুড়া করেন কেন স্যার,2024-09-16T10:08:48Z,4,0,33248,33248,male,bengali,not bully
33671,channelid3734,channelhandler3734,channeltitle3734,0,0,0,2024-06-01,Ugzhg66aZwzW8sAgC1p4AaABAg,comment,,,,,,ওনার অনেক ক্ষুধা লাগছে অনেক দিন খেতে পারে নাই ১৬ বছরের অনাহারি 😆😆😆😆😊,2024-09-16T10:08:31Z,0,0,33248,33248,male,bengali,bully
33672,channelid26286,channelhandler26286,channeltitle26286,0,0,0,2016-08-03,Ugx63q0h7UzCX352tLJ4AaABAg,comment,,,,,,বালপাকনা কথা। এতদিন কোথায় ছিলেন দালালের দল।,2024-09-16T10:07:39Z,0,0,33248,33248,organization,bengali,bully
33673,channelid26287,channelhandler26287,channeltitle26287,0,0,0,2023-02-06,Ugw3juAwvvsPgs2vSGx4AaABAg,comment,,,,,,পার্লামেন্টে যে কি হয় তা আমরা ভাল ই জানি। পেট খালি হয়ে আছে। তাই এমন করছেন। সময় হলেই নির্বাচন হবে।,2024-09-16T10:05:14Z,15,0,33248,33248,organization,bengali,bully
33674,channelid26288,channelhandler26288,channeltitle26288,2030,60,187952,2018-03-27,UgxXD-LlT_DcqUIcHeR4AaABAg,comment,,,,,,এরা যদি একটু কমেন্ট দেখতো তাহলেই বোঝা যায় জনগণ কি চাই,2024-09-16T10:04:34Z,2,0,33248,33248,organization,bengali,not bully
33675,channelid26289,channelhandler26289,channeltitle26289,0,0,0,2021-07-01,UgzwHSknrN8V2FzDB654AaABAg,comment,,,,,,আওয়ামিলীগ এবং বিএনপি একই গাছের এই পিঠ ওই পিঠের ছাল।,2024-09-16T09:58:33Z,0,0,33248,33248,organization,bengali,bully
33676,channelid26290,channelhandler26290,channeltitle26290,3,0,0,2020-05-31,UgyTyrl85qL5J4r6rPx4AaABAg,comment,,,,,,ড. ইউনুসকে আমৃত্যু ক্ষমতায় চাই❤ওনার হাতেই নিরাপদ ঘুনেধরা এই বাংলাদেশ।,2024-09-16T09:57:47Z,0,0,33248,33248,male,bengali,not bully
33677,channelid26289,channelhandler26289,channeltitle26289,0,0,0,2021-07-01,UgwMSKUUD0Od4kRDe5N4AaABAg,comment,,,,,,এই সরকার কমপক্ষে ৫ বছর থাকুক এটাই চাই। এখন ফখরুল সাহেব! আপনি কমেন্ট গুলো পড়ে দেখেন কত % মানুষ চায় এই সরকারকে.... ….,2024-09-16T09:56:44Z,19,0,33248,33248,male,bengali,not bully
33678,channelid26291,channelhandler26291,channeltitle26291,0,0,0,2024-08-27,UgxRaG2DpLrZQbdIFOF4AaABAg,comment,,,,,,জনগনের নির্বাচিত সরকার কী করছে শুধু টাকা পাচার করছে,2024-09-16T09:55:37Z,0,0,33248,33248,organization,bengali,bully
33679,channelid26292,channelhandler26292,channeltitle26292,1,0,0,2016-01-09,UgyoUcRgtnGeEAGe-dB4AaABAg,comment,,,,,,নিউ কাউয়া কাদের ইন টাউন😂,2024-09-16T09:47:53Z,2,0,33248,33248,male,bengali,bully
33680,channelid26293,channelhandler26293,channeltitle26293,0,0,0,2024-09-16,UgxoGtBzXFhohI6rJ1x4AaABAg,comment,,,,,,কমপক্ষে তিন বছর,2024-09-16T09:46:40Z,2,0,33248,33248,organization,bengali,not bully
33681,channelid26294,channelhandler26294,channeltitle26294,0,0,0,2022-08-12,UgyKG6teuZ0eWQ54gJV4AaABAg,comment,,,,,,অন্তরে জ্বালা,2024-09-16T09:35:48Z,1,0,33248,33248,general people,bengali,not bully
33682,channelid26294,channelhandler26294,channeltitle26294,0,0,0,2022-08-12,UgxyBm9XmUlPdxXeWB94AaABAg,comment,,,,,,পাগল ছাড়া দুনিয়া চলে না,2024-09-16T09:35:20Z,2,0,33248,33248,general people,bengali,bully
33683,channelid26295,channelhandler26295,channeltitle26295,2,1,2,2020-02-14,Ugy7_AvAmkb8aP2eh5p4AaABAg,comment,,,,,,যারা নির্বাচন চায়না তারা গনতন্ত্রে বিশ্বাসী না। বিএনপি বিরোধী যারা আছেন তারা আপনাদের পছন্দের দল বা ব্যক্তিকে নির্বাচনে এনে জনতার রায়ে নির্বাচিত করুন। গনতান্ত্রিক সরকার ব্যতীত দেশ ও জাতির উন্নয়ন সম্ভব নয়।,2024-09-16T09:32:15Z,0,0,33248,33248,people group,bengali,not bully
33684,channelid26296,channelhandler26296,channeltitle26296,0,0,0,2017-12-12,Ugy4xWvB6-hQMjog3YN4AaABAg,comment,,,,,,Fukrul akon 2nd kawa. kali Ka Ka Ka,2024-09-16T09:31:16Z,1,0,33248,33248,male,romanized bengali,bully
33685,channelid26297,channelhandler26297,channeltitle26297,1,0,0,2017-01-06,Ugw0kWZ2q3RfR5xMlVV4AaABAg,comment,,,,,,😂😂 জ্বালা 😂😂,2024-09-16T09:29:43Z,0,0,33248,33248,male,bengali,bully
33686,channelid26298,channelhandler26298,channeltitle26298,3,7,107,2014-01-13,UgwvJ3pvE306f9sQTUV4AaABAg,comment,,,,,,আপনারা বিএনপি তো সংস্কার করেন না আপনারা চাঁদাবাজ সৃষ্টি করেন অতএব আপনাদেরকে জনগণ বিশ্বাস করে কিনা ভেবে দেখতে হবে বাংলাদেশের জননকে বোকা আর পাগল ভাববেন না জনাব ফখরুল ইসলাম সাহেব,2024-09-16T09:29:01Z,0,0,33248,33248,organization,bengali,bully
33687,channelid26299,channelhandler26299,channeltitle26299,0,0,0,2018-08-02,UgwaFxXexuvuWs0bWQl4AaABAg,comment,,,,,,এখন থেকেই কেনো যেনো মনে হচ্ছে এরা যদি ক্ষমতায় যায় বাংলাদেশের অবস্থাও তিউনিশিয়ার আরব বসন্তের পরবর্তী সরকার যে হাল করেছে তার মতো হবে বা তারচেয়েও বেশি,2024-09-16T09:28:43Z,0,0,33248,33248,organization,bengali,bully
33688,channelid26300,channelhandler26300,channeltitle26300,0,0,0,2023-11-19,UgwGbLJ_b-bx3GjDVol4AaABAg,comment,,,,,,"Ai akti r apnake ke diya che, jonogon manben na, jonogon maanbe BNP Tara shojjho hocche na, lut pater, dorjo dhorun akta manush ke jonogon boshiyache ter upor Jodi shobai mile ato dabi r shorojonto kora suru Koren, ai jati aber tader shob harabe, inshallah shokol ke Allah dhorjo Daan koruk... Amin ❤",2024-09-16T09:26:59Z,1,0,33248,33248,organization,romanized bengali,not bully
33689,channelid26301,channelhandler26301,channeltitle26301,0,0,0,2022-09-26,Ugzw_g0XYvgYJvDOw6J4AaABAg,comment,,,,,,৫ বচর তাকার দরখার,2024-09-16T09:24:36Z,1,0,33248,33248,organization,bengali,not bully
33690,channelid26302,channelhandler26302,channeltitle26302,0,0,0,2022-03-05,Ugwy2pONJXYWVIf0twV4AaABAg,comment,,,,,,Jole BNP,2024-09-16T09:23:16Z,1,0,33248,33248,organization,romanized bengali,bully
33691,channelid26303,channelhandler26303,channeltitle26303,0,0,0,2021-12-12,Ugw3QoGMDPabOUx9vvl4AaABAg,comment,,,,,,দরকার নাই তো,2024-09-16T09:21:48Z,1,0,33248,33248,general people,bengali,not bully
33692,channelid26304,channelhandler26304,channeltitle26304,0,3,131,2017-01-08,UgzgakB1s7_Ohr5KOEN4AaABAg,comment,,,,,,"মাথা গরম করলে হেরে যাবেন.. If you get hot, you will lose",2024-09-16T09:20:28Z,0,0,33248,33248,male,code-mix,not bully
33693,channelid26305,channelhandler26305,channeltitle26305,29,14,275,2023-06-07,UgwWrMBJIutagbeRy5R4AaABAg,comment,,,,,,Dr:Muhammad Younus ❤❤❤❤❤❤❤,2024-09-16T09:20:04Z,2,0,33248,33248,male,english,not bully
33694,channelid26306,channelhandler26306,channeltitle26306,1560,167,113076,2024-03-26,Ugy6sPq-VHzD_YrDSdZ4AaABAg,comment,,,,,,আপনি কিন্তু ওবায়দুল কাদের ভুমিকায় অবতীর্ণ হয়েছেন।,2024-09-16T09:19:20Z,0,0,33248,33248,male,bengali,not bully
33695,channelid26307,channelhandler26307,channeltitle26307,0,0,0,2015-04-06,UgwHnvY5is7pJut-8st4AaABAg,comment,,,,,,Apnake kon jonogon bolse ei sorkar k mani na. poket khali hoye gese. Poket vorar jonno osthir hoye gesen,2024-09-16T09:17:20Z,1,0,33248,33248,male,romanized bengali,bully
33696,channelid26308,channelhandler26308,channeltitle26308,0,0,0,2023-07-30,UgwnVN9jdLv8mBwLJR54AaABAg,comment,,,,,,ফখরুল সাহেব এতো অধৈর্য হয়েন না মনে রাইখেন হাসিনা কিন্তু আরও চার বছর থাকতো আর ততদিনে আপনার জয়বাংলা হয়ে যাইতো 😂😂,2024-09-16T09:15:57Z,23,0,33248,33248,male,bengali,bully
33697,channelid26309,channelhandler26309,channeltitle26309,1,0,0,2016-05-16,Ugzhk-V_i159rHv3As94AaABAg,comment,,,,,,এ সরকারের প্রতি জনগনের সমর্থন আছো। ৯০,2024-09-16T09:15:52Z,1,0,33248,33248,people group,bengali,not bully
33698,channelid26309,channelhandler26309,channeltitle26309,1,0,0,2016-05-16,UgzRE7bN7waa9rY2SyJ4AaABAg,comment,,,,,,জনগনের মাথা বেচা বাদ দেন।,2024-09-16T09:14:27Z,0,0,33248,33248,people group,bengali,bully
33699,channelid26310,channelhandler26310,channeltitle26310,0,0,0,2022-04-26,Ugzp0GW360OXNJoM73Z4AaABAg,comment,,,,,,Drotho Nirbachon Chai,2024-09-16T09:11:00Z,0,1,33248,33248,general people,romanized bengali,not bully
33700,channelid13687,channelhandler13687,channeltitle13687,0,0,0,2022-12-02,Ugzp0GW360OXNJoM73Z4AaABAg.A8RkI6yM4fMA8Rv4mO6LeU,reply,,,,,,Kn,2024-09-16T10:45:18Z,0,,33699,33248,female,romanized bengali,not bully
33701,channelid15977,channelhandler15977,channeltitle15977,1,0,0,2022-01-22,UgzGxPlP0pc2mG1q9Mt4AaABAg,comment,,,,,,Jara asolle vote chai nah.. tara new autocratic. Tara abr agher motton jonogon r vote chara khomota thakte chay,2024-09-16T09:10:02Z,0,0,33248,33248,people group,romanized bengali,bully
33702,channelid11514,channelhandler11514,channeltitle11514,0,0,0,2021-01-03,UgymUMeTdVAsiWQ9APd4AaABAg,comment,,,,,,বাংলাদেশর সব সাধারন জনগন চায় এই সরকার অন্তত পাঁচ বছর ক্ষমতায় থাকুক শুধু মাত্র বিশ এন পি চায় না এই অন্তবর্তীকালীন সরকার জনগণের সরকার,2024-09-16T09:09:45Z,0,0,33248,33248,people group,bengali,not bully
33703,channelid11514,channelhandler11514,channeltitle11514,0,0,0,2021-01-03,UgxW3aVrvCfeVOlQ79V4AaABAg,comment,,,,,,যারা ১৬ বছর ধরে একটা স্বৈরাচারী সরকারের পতন ঘটাতে পারে নি তারা দেশ ও দেশের জনগনকে নিরাপত্তা দেবে কি করে ১৬ বছর ধরে ক্ষুদার্থ তাই তাড়াতাড়ি নির্বাচন চায় ক্ষুধা মেটানোর জন্য,2024-09-16T09:08:08Z,0,0,33248,33248,organization,bengali,bully
33704,channelid26311,channelhandler26311,channeltitle26311,1,0,0,2022-02-19,Ugx6L8nknuc1ToPT2Ah4AaABAg,comment,,,,,,ফখরুলেরা নির্বাচন নিয়ে পাগল হয়ে গেছে এখন হাসিনা টুস করে ঢুকে ঠুস করে জেলে ঢুকিয়ে দিবে সেটা আপনার জন্য উত্তম হবে,2024-09-16T09:07:00Z,0,0,33248,33248,male,bengali,bully
